student_id,name,gender,birth_year,grade,major_track,admission_type,source_province,source_region_type,high_school_level,gaokao_score,gaokao_rank_band,family_class_score,father_education,mother_education,father_occupation,mother_occupation,precollege_science_interest,precollege_self_learning,precollege_interdisciplinary,precollege_art_strength,science_competition_level,innovation_competition_role,overseas_exposure,tutoring_years,tutoring_intensity,family_burden_feeling,academic_identity,scientist_aspiration,major_understanding,goal_clarity,resilience_level,critical_thinking,learning_passion,self_discipline,interdisciplinary_willingness,motivation_strength,motivation_intrinsic,motivation_external,motivation_mission,mental_health_score,stress_level,curiosity_score,risk_taking_score,impulsiveness_score,interdisciplinary_association,ai_use_frequency,ai_use_learning,ai_use_research,ai_use_coding,ai_use_creative,has_fixed_mentor,mentor_closeness,mentor_inspiration,mentor_guidance_frequency,peer_support_score,peer_academic_interaction,facility_satisfaction,frontier_exposure,international_exposure,policy_flexibility,evaluation_fairness,innovation_climate,personalized_support,workload_feeling,cross_college_exchange,overall_env_satisfaction,research_participation_level,research_project_count,research_project_score,research_entry_path,research_platform_level,research_depth_score,fdurop_participated,fdurop_gain_score,pnp_used,pnp_helpfulness,aplus_received,aplus_incentive_score,integrated_training_identity,dim_academic_interest,dim_resilience,dim_innovation,dim_learning_motivation,dim_research_engagement,dim_mentorship,dim_environment_satisfaction,dim_mental_health,z_dim_academic_interest,pct_dim_academic_interest,z_dim_resilience,pct_dim_resilience,z_dim_innovation,pct_dim_innovation,z_dim_learning_motivation,pct_dim_learning_motivation,z_dim_research_engagement,pct_dim_research_engagement,z_dim_mentorship,pct_dim_mentorship,z_dim_environment_satisfaction,pct_dim_environment_satisfaction,z_dim_mental_health,pct_dim_mental_health,student_type,student_type_confidence,adjacent_type,risk_psychology,risk_no_mentor,risk_low_interest,risk_low_research,risk_external_driven,risk_low_ai_usage,risk_overload,warning_count,warning_level,risk_psychology_severity,risk_no_mentor_severity,risk_low_interest_severity,risk_low_research_severity,risk_external_driven_severity,risk_low_ai_usage_severity,risk_overload_severity,issue_summary,advice_academic,advice_psychology,advice_skill,advice_resource,advice_path,type_features,benchmark_case
20240038,学生-038,女,2006,2,数学,统招,天津,省会城市,强省重点,646,前5‰,3,高中及以下,高中及以下,公务员/事业单位,个体经营,67.3,74.25,45.1,29.97,74.39,56.41,100,0,43.6,21.3,64.8,67.01,65.7,76.68,47.08,53.91,81.52,56.6,57.54,69.82,73.36,73.76,50.17,60.46,73.3,62.85,61.19,54.53,58.8,73.11,81.14,52.76,15.44,47.03,0,46.54,41.59,27.87,64.05,65.95,61.44,78.75,55.35,71.53,37.39,50.71,49.6,70.31,55.11,64.66,83.44,1,25.0,导师,67.25,34.0,0,81.85,0,71.4,0,61.21,62.91,68.82,53.65,58.89,66.49,48.0,37.6,58.65,48.91,0.5811,71.36,-1.6067,5.91,-0.7569,25.0,0.5632,72.27,-0.29,43.18,-1.2263,19.09,-0.403,36.82,-0.13,43.18,竞赛转型型,51.5,均衡发展型,1,1,0,1,0,0,0,3,yellow,green,yellow,none,yellow,none,none,none,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系；科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240039,学生-039,女,2003,4,化学,综评,甘肃,县城,一般,701,前3%,7,本科,本科,企业职员,工人/服务业,63.99,62.07,62.93,27.54,25.37,34.98,0,2,56.26,15.11,60.9,64.12,68.32,81.09,91.21,99.29,52.62,100.0,70.95,74.42,89.08,47.35,44.79,75.04,62.15,68.4,81.25,38.16,77.92,83.81,76.26,79.01,26.57,31.01,100,83.71,72.12,81.23,60.25,60.62,60.54,57.9,68.14,78.29,47.63,79.69,57.98,80.12,29.24,51.19,71.31,2,50.0,任课教师,76.56,100.0,100,64.41,100,44.06,0,50.3,92.56,66.53,84.36,67.36,69.02,77.92,77.49,58.53,59.59,0.1482,56.14,3.4507,100.0,0.7757,78.18,1.0331,84.09,1.5765,92.27,1.381,96.82,-0.4348,35.45,1.2185,90.0,均衡发展型,77.6,科研驱动型,0,0,0,0,0,0,1,1,green,none,none,none,none,none,none,yellow,学业负担感偏高,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240040,学生-040,男,2004,1,生物,强基,甘肃,地级市,普通重点,681,前5‰,9,高中及以下,高中及以下,公务员/事业单位,企业职员,69.77,65.86,62.0,54.33,70.95,68.98,0,2,42.06,40.33,86.11,62.09,67.44,48.49,62.19,85.57,62.5,67.32,65.73,64.64,64.58,52.5,42.02,57.6,48.19,66.54,84.19,54.34,65.3,59.45,50.45,35.57,3.81,50.71,100,49.16,55.52,53.62,62.14,54.66,53.02,66.17,47.5,76.16,40.19,61.84,33.14,68.13,66.86,83.3,40.67,1,25.0,竞赛延伸,61.22,29.33,100,46.22,0,41.8,0,57.09,65.26,66.3,67.57,67.21,56.56,46.07,58.59,59.11,52.58,0.1047,53.18,0.6857,77.73,0.7486,77.27,-1.281,9.55,-0.4104,40.0,0.1457,41.82,-0.2808,41.36,0.3334,61.82,竞赛转型型,61.8,均衡发展型,0,0,0,1,0,0,0,1,green,none,none,none,yellow,none,none,none,科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议持续关注学堂资源、导师机会与跨学科平台。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240041,学生-041,女,2006,2,化学,竞赛,云南,地级市,顶尖,635,前1%,5,大专,高中及以下,公务员/事业单位,公务员/事业单位,70.01,94.56,59.25,67.61,100.0,58.42,0,6,41.03,45.0,61.51,59.84,59.32,54.01,67.69,49.02,52.33,59.16,60.62,62.04,68.2,100.0,65.11,87.98,57.8,65.75,73.05,50.03,69.69,79.83,74.29,64.31,33.54,48.1,100,57.16,46.78,65.67,58.89,72.75,66.09,84.55,53.23,53.15,67.78,79.62,39.89,57.49,42.87,41.65,68.8,3,75.0,竞赛延伸,34.76,28.72,0,78.29,0,46.93,0,66.47,50.75,58.24,56.84,64.48,58.12,50.03,62.06,58.42,65.6,-1.4192,6.82,-1.0813,13.18,0.2546,58.64,-0.9913,15.45,-0.1633,48.64,0.3725,52.27,-0.464,34.09,1.9773,98.18,竞赛转型型,52.0,均衡发展型,0,0,1,1,0,0,0,2,yellow,none,none,yellow,yellow,none,none,none,学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240042,学生-042,男,2004,4,物理,强基,黑龙江,农村,普通重点,639,前5‰,8,博士,博士,工人/服务业,工人/服务业,68.88,73.57,44.84,30.79,73.85,60.82,0,2,18.52,40.44,68.43,31.17,94.52,68.29,72.84,57.01,49.11,82.95,84.06,86.22,67.37,43.43,45.75,59.89,96.77,71.76,47.68,37.13,73.05,71.73,69.32,58.93,28.0,68.12,100,55.13,68.02,74.02,69.91,70.0,89.9,83.66,45.4,53.47,69.95,64.0,35.71,54.03,60.22,62.3,100.0,4,100.0,任课教师,44.75,82.0,100,49.2,0,45.32,0,77.38,77.5,64.89,61.5,64.95,64.86,81.15,67.62,62.92,48.57,-0.1619,43.18,-0.3139,36.36,0.3396,62.27,0.2605,60.0,1.778,96.36,0.7359,71.82,0.7307,75.91,-0.1729,40.45,均衡发展型,80.1,科研驱动型,1,0,0,0,0,0,1,2,yellow,yellow,none,none,none,none,none,yellow,心理健康与压力状态需要优先关注；学业负担感偏高,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240043,学生-043,女,2005,3,计算机,竞赛,台湾,地级市,强省重点,653,前1%,8,本科,高中及以下,教师/科研,企业职员,71.73,61.12,73.52,50.27,100.0,51.54,0,6,42.71,30.35,59.8,38.51,94.05,72.37,68.31,66.95,58.99,87.05,61.08,72.33,68.52,57.7,49.11,60.63,82.35,92.04,65.92,61.17,65.68,43.91,72.05,56.3,57.13,50.51,100,49.34,73.08,88.41,76.46,74.95,75.31,73.14,36.1,67.08,45.29,65.33,55.71,48.82,66.44,52.47,97.6,1,25.0,FDUROP,100.0,88.89,0,90.26,100,65.32,0,44.95,60.3,64.0,66.14,70.89,63.37,73.17,72.85,59.51,52.43,-0.3302,35.91,0.4502,66.82,1.4144,93.18,-0.0162,50.0,1.2802,88.18,1.0777,90.45,-0.1746,45.0,0.3144,60.0,竞赛转型型,78.5,均衡发展型,1,0,0,0,0,0,0,1,green,yellow,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议持续关注学堂资源、导师机会与跨学科平台。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240044,学生-044,女,2004,4,计算机,强基,四川,地级市,普通重点,671,前3%,3,本科,硕士,个体经营,个体经营,63.93,68.11,60.31,51.08,78.61,55.73,0,5,65.82,41.63,68.61,79.5,87.52,67.33,74.41,59.52,80.44,54.46,52.78,79.85,73.92,49.29,81.58,68.0,74.56,74.01,41.57,46.26,48.71,76.5,76.59,57.28,53.37,53.46,100,73.17,78.92,68.85,43.35,64.47,70.7,56.7,53.98,52.84,26.09,93.24,45.85,67.42,60.01,48.56,100.0,4,100.0,FDUROP,71.49,100.0,100,87.64,0,49.78,100,25.49,65.68,73.8,62.29,54.99,75.34,92.28,72.45,54.7,52.55,1.5227,93.64,-0.1838,42.27,-1.4626,7.27,2.2069,99.09,2.4723,100.0,1.0516,88.18,-1.4517,8.64,0.3296,61.14,科研驱动型,80.7,均衡发展型,1,0,0,0,0,0,0,1,yellow,green,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,继续提升科研深度，对接更高平台与导师资源，同时加强成果表达与长期研究方向积累。,学术方向较清晰，科研投入深，适合纵向培养与高水平平台对接。,对标高年级科研持续投入、逐步形成稳定研究方向的学生路径。
20240045,学生-045,男,2003,2,计算机,竞赛,福建,地级市,强省重点,664,前3%,7,高中及以下,博士,公务员/事业单位,企业职员,71.94,76.09,80.02,35.32,77.2,30.71,0,6,47.35,48.13,54.39,32.53,50.53,71.94,63.88,66.29,79.53,65.43,62.74,90.94,72.15,67.36,59.05,68.62,74.91,59.32,56.99,21.84,65.07,55.98,79.0,57.76,51.4,44.71,100,75.26,67.98,38.06,71.01,67.98,74.75,62.22,61.96,76.5,49.9,75.29,58.53,63.64,56.45,73.73,54.23,2,50.0,尚未进入,28.23,34.37,0,46.14,0,61.12,100,51.68,55.55,56.33,63.09,55.61,72.53,38.02,68.97,65.58,57.4,-1.7803,4.09,-0.0521,49.32,-1.3504,8.64,1.685,95.91,-0.9125,19.55,0.8241,75.91,1.4369,90.91,0.942,84.09,竞赛转型型,47.1,均衡发展型,1,0,1,1,0,0,0,3,yellow,green,none,yellow,yellow,none,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240046,学生-046,女,2006,2,生物,强基,安徽,省会城市,普通重点,655,前1%,5,大专,本科,工人/服务业,个体经营,91.99,50.32,41.84,59.6,40.93,35.18,100,5,34.14,45.22,54.72,62.15,81.55,63.94,66.44,57.06,73.4,70.67,93.78,95.53,78.59,66.4,36.32,52.04,94.05,63.87,42.6,18.94,76.08,40.11,67.97,49.16,23.84,64.4,0,64.66,26.45,50.05,79.5,55.36,68.27,37.4,53.3,55.31,57.97,46.9,41.39,72.26,64.25,73.04,45.07,4,100.0,任课教师,85.75,85.92,100,59.77,0,84.26,0,67.43,67.44,68.84,60.32,61.44,68.83,75.9,41.11,57.81,45.7,0.5849,72.27,-0.5082,30.91,-0.2955,38.18,0.9978,83.64,1.4505,90.45,-0.9969,25.0,-0.626,28.64,-0.5353,28.64,压力应对型,47.8,科研驱动型,1,1,0,0,0,0,1,3,yellow,yellow,yellow,none,none,none,none,yellow,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系；学业负担感偏高,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。 建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240047,学生-047,男,2005,2,化学,统招,贵州,县城,普通重点,638,前1%,7,高中及以下,本科,公务员/事业单位,教师/科研,70.8,54.92,50.71,48.95,33.12,70.1,0,1,39.8,47.88,65.97,64.3,65.37,69.24,61.12,68.23,83.63,66.74,96.27,76.06,56.77,74.19,58.11,59.43,69.22,73.6,74.55,76.8,71.75,47.97,74.97,50.16,22.73,30.48,100,64.8,57.1,54.17,59.25,64.27,78.74,68.06,52.03,74.51,47.75,56.57,63.63,73.68,69.51,69.06,100.0,1,25.0,尚未进入,84.74,89.17,0,76.64,0,57.42,100,35.36,61.01,71.27,64.15,72.97,64.78,67.48,66.53,63.2,50.26,1.0443,85.45,0.1225,55.91,1.7908,96.36,0.2457,59.09,0.9252,79.55,0.6647,67.73,0.8051,77.73,0.0405,49.09,均衡发展型,84.2,科研驱动型,1,0,0,0,0,0,0,1,green,green,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240048,学生-048,女,2006,4,计算机,统招,浙江,地级市,普通重点,663,前5‰,3,高中及以下,本科,公务员/事业单位,教师/科研,73.15,47.44,49.1,53.62,43.89,44.35,0,3,55.12,44.24,64.63,61.95,67.97,68.53,59.22,62.9,73.49,80.21,69.04,75.53,70.44,64.41,87.75,82.06,91.59,62.92,58.03,41.01,61.97,67.47,82.32,67.39,46.97,35.31,0,58.81,57.8,48.43,55.15,66.58,73.64,65.45,49.05,69.23,68.93,72.09,48.65,68.73,35.88,75.39,81.51,2,50.0,导师,43.25,100.0,0,68.43,0,45.27,0,67.12,71.9,66.9,61.98,58.07,73.13,63.07,46.54,63.56,55.14,0.2181,60.0,-0.2349,40.23,-0.9053,20.91,1.7965,98.64,0.6501,70.91,-0.6419,34.09,0.9006,81.82,0.6566,75.23,均衡发展型,78.0,科研驱动型,1,1,0,0,0,0,0,2,yellow,yellow,red,none,none,none,none,none,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240049,学生-049,女,2004,3,数学,强基,湖南,省会城市,强省重点,675,前5‰,4,本科,硕士,个体经营,个体经营,80.22,53.02,60.18,48.67,41.46,72.49,0,6,50.3,35.8,50.44,66.08,69.17,53.13,67.97,82.65,53.35,77.65,79.8,57.43,62.75,71.28,64.5,60.67,51.79,80.23,79.58,32.43,69.37,71.17,66.09,47.5,24.64,32.2,100,47.86,57.7,66.5,38.31,58.82,60.45,62.72,43.08,60.66,51.08,71.95,64.45,82.58,58.68,56.15,67.09,1,25.0,导师,75.2,71.23,100,50.21,0,40.3,0,49.27,69.23,60.71,69.5,69.04,57.31,63.96,63.43,58.27,47.7,-0.9522,17.27,1.0035,86.36,1.0797,85.91,-1.1417,12.73,0.7056,72.27,0.462,57.73,-0.5038,31.36,-0.2828,38.64,均衡发展型,79.9,科研驱动型,1,0,1,0,0,0,1,3,yellow,yellow,none,yellow,none,none,none,yellow,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱；学业负担感偏高,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240050,学生-050,女,2006,2,化学,统招,甘肃,直辖市,顶尖,664,前5‰,4,大专,本科,教师/科研,教师/科研,68.48,72.2,52.8,66.5,35.03,71.01,0,4,61.65,68.51,54.9,62.2,76.15,57.81,54.82,61.89,63.03,96.66,72.05,91.42,66.71,85.07,70.64,65.45,63.77,80.16,22.9,65.05,74.56,61.62,77.07,65.9,0.0,52.32,100,52.12,61.15,53.57,86.07,68.47,58.3,67.97,12.41,68.46,61.41,55.72,73.51,81.42,51.05,76.69,56.6,2,50.0,尚未进入,69.99,47.7,0,72.6,0,42.65,0,53.34,63.24,63.4,65.71,62.76,68.63,51.16,67.58,60.29,54.92,-0.4436,31.36,0.3794,63.64,-0.0567,47.73,0.9607,83.18,-0.0928,50.91,0.7333,71.36,0.0325,51.14,0.6288,71.82,均衡发展型,83.8,科研驱动型,0,0,0,0,0,0,1,1,green,none,none,none,none,none,none,yellow,学业负担感偏高,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240051,学生-051,男,2005,3,计算机,竞赛,海南,县城,顶尖,636,前1%,8,高中及以下,硕士,个体经营,教师/科研,75.17,84.21,80.16,58.91,81.51,57.93,100,5,58.22,32.12,62.15,84.21,69.19,71.3,48.9,60.76,69.55,58.41,61.29,56.2,56.32,57.03,86.72,54.11,61.26,63.46,65.87,65.5,66.19,73.63,67.93,42.71,63.33,68.27,0,50.61,48.79,45.43,76.67,81.42,88.13,50.49,72.5,81.06,60.55,69.65,33.59,72.49,72.91,67.66,68.26,0,0.0,导师,57.24,46.28,100,65.65,100,48.44,0,56.84,63.41,70.28,55.67,64.87,65.25,52.05,42.65,65.43,50.36,0.8572,80.45,-1.274,9.09,0.3251,61.36,0.3329,62.27,-0.0373,52.73,-0.8962,27.73,1.3971,90.45,0.0531,50.0,竞赛转型型,53.7,均衡发展型,0,1,0,0,0,0,0,1,green,none,red,none,none,none,none,none,尚未建立稳定导师支持关系,建议保持当前学术节奏，并在已有优势维度上继续深化。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240052,学生-052,男,2004,1,计算机,统招,内蒙古,省会城市,普通重点,649,前5‰,4,大专,硕士,教师/科研,教师/科研,63.9,73.36,71.14,79.47,55.68,52.44,0,5,57.82,43.96,90.26,48.91,54.95,56.53,65.51,81.67,67.39,58.63,66.4,70.65,61.02,73.1,46.08,52.69,80.38,80.19,78.5,43.26,45.32,50.38,68.54,19.83,83.88,64.81,0,34.64,26.19,28.01,71.43,53.41,60.56,44.81,70.31,54.03,42.3,64.73,41.47,61.73,46.29,58.14,35.93,1,25.0,竞赛延伸,52.47,26.81,0,51.38,0,44.28,100,78.4,77.84,64.43,63.09,65.6,58.43,31.81,30.33,54.08,45.18,-0.2489,40.45,-0.0521,49.32,0.4572,67.73,-0.9337,16.82,-1.2999,10.0,-1.7015,4.55,-1.6163,5.91,-0.6009,25.91,压力应对型,47.5,竞赛转型型,1,0,0,1,0,0,0,2,red,yellow,none,none,yellow,none,none,none,心理健康与压力状态需要优先关注；科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240053,学生-053,男,2005,3,数学,强基,宁夏,省会城市,一般,661,前5‰,6,高中及以下,大专,个体经营,公务员/事业单位,85.06,49.97,55.34,19.12,47.38,45.55,0,6,36.29,30.6,76.08,64.82,92.83,61.19,58.72,51.91,76.86,76.44,57.95,76.45,80.91,64.59,76.32,68.61,74.84,60.64,54.15,60.35,73.76,70.69,94.97,77.77,23.18,34.49,100,71.51,73.64,68.86,41.08,71.42,58.59,48.33,69.25,56.51,53.0,72.5,13.4,82.76,56.88,95.37,56.44,4,100.0,FDUROP,5.58,66.71,100,67.72,100,55.72,100,68.86,64.66,72.44,60.66,59.78,72.94,65.03,67.31,59.95,50.09,1.2655,90.91,-0.4523,33.18,-0.5959,29.09,1.7612,97.27,0.7724,74.09,0.7156,70.45,-0.0578,47.73,0.019,47.27,均衡发展型,78.8,科研驱动型,1,0,0,0,0,0,1,2,yellow,yellow,none,none,none,none,none,yellow,心理健康与压力状态需要优先关注；学业负担感偏高,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240054,学生-054,女,2006,4,化学,统招,宁夏,地级市,强省重点,672,前1%,10,博士,本科,教师/科研,教师/科研,81.29,67.96,78.82,57.08,25.16,53.58,0,3,41.57,38.08,60.81,50.06,78.53,67.64,65.37,90.34,45.37,97.09,79.04,63.54,59.25,48.72,57.18,37.9,66.76,71.63,56.86,60.09,73.96,63.73,90.54,67.37,30.51,55.33,100,59.08,56.94,91.57,68.9,53.34,89.28,60.71,35.04,67.86,46.02,69.09,48.04,50.91,47.12,51.49,55.34,2,50.0,FDUROP,84.61,94.09,100,57.03,0,60.1,0,30.42,61.91,63.05,72.46,67.62,58.9,74.64,69.27,57.25,45.51,-0.5098,29.55,1.491,94.09,0.8227,80.45,-0.8464,19.09,1.3719,89.09,0.8437,76.82,-0.7746,21.59,-0.5593,27.27,均衡发展型,74.7,科研驱动型,1,0,0,0,0,0,0,1,red,red,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
